date,text,sentiment
2023-03-30 23:58:39+00:00,"@colorful_crypto ﾔﾀ───ヽ(〃∀〃)ﾉ───♪
🍚🍚🍚🍚🍚🤤",neutral
2023-03-30 23:58:37+00:00,@cryptofishx @steakhut_fi $STEAK simply  Reach 100M Market Cap 💯💯🔥🔥🔥🔥,neutral
2023-03-30 23:58:36+00:00,Basically every remaining crypto leader is (at least self-professed) pro-DeFi now,negative
2023-03-30 23:58:36+00:00,$XRP there's something magical about this cryptocurrency 🧙‍♂️🌌,positive
2023-03-30 23:58:36+00:00,@crypto_harmonic ✌️,neutral
2023-03-30 23:58:36+00:00,"#Bitcoin Is Still in Its ‘Safe Haven Period’: Analyst

https://t.co/UOKTxcDhF9",positive
2023-03-30 23:58:35+00:00,@crypto_inez @Richram_Bigwin @onecryptogirl Congrats,neutral
2023-03-30 23:58:34+00:00,@izquieterzzz @twobitidiot @SenWarren  lifelong liberal switching parties due to your ignorance of cryptocurrency.,neutral
2023-03-30 23:58:33+00:00,"You can now also use #Humanode $HMND in these #KuCoin trading bots strategies 😎

📈 Spot Grid
📉📈 Martingale
♾ Infinity Grid
🚀 DCA
💰 Smart Rebalance

#trading #passiveincome #crypto #blockchain #privacy #ai #web3 #defi #nfts $btc $arb $cfx $agix $fet $dvrs $eth $kcs",positive
2023-03-30 23:58:32+00:00,Elon Musk slams ‘heavy-handed’ Fed as ex-BitMEX CEO sees $1M BTC price https://t.co/7wZyeLB3aY #crypto,neutral
2023-03-30 23:58:31+00:00,"@cheffory73 Bitcoin echo chamber, beat echo chamber 🤝",neutral
2023-03-30 23:58:31+00:00,@ssametkuruu @ConflictTR Araplarla işleri bittiği zaman bir sonraki hedef Türkiye. Seni de fanta içerken öldürebilirler 😁,neutral
2023-03-30 23:58:30+00:00,@Missy__Crypto https://t.co/OnaAD35il2,neutral
2023-03-30 23:58:30+00:00,Meant 100k TPS lol,positive
2023-03-30 23:58:30+00:00,"@speedehs Extremely. 

The citadel will be closed to those who fail to attend #BitcoinAlive.

The choice is yours.",negative
2023-03-30 23:58:29+00:00,"@Alt_Coin_Degen Broooo I rarely ACTUALLY LOL at memes 

This one SENT ME 🤣🤣",positive
2023-03-30 23:58:28+00:00,@GlennJablin What week is it now? 😮‍💨😮‍💨😮‍💨,neutral
2023-03-30 23:58:28+00:00,@HydaraKing ✌🏼🍻,neutral
2023-03-30 23:58:28+00:00,"$btc #Bitcoin 

Swan is just a small sample of what other teams are seeing as well, big money moving out of the traditional system into $btc.  #bitcoin to reach 40k after this small consolidation at 28k.",neutral
2023-03-30 23:58:27+00:00,"I will do a livestream later tonight as we move into this new monthly candle, going over key ideas and levels of interest I have on #bitcoin",neutral
2023-03-30 23:58:27+00:00,@ScottLa78113543 @hexallday 😂😭🙏🏾,neutral
2023-03-30 23:58:26+00:00,@shelbystardust @SwegServices 🤣,neutral
2023-03-30 23:58:26+00:00,@bert_xyz @goldshellminer @ScPrimeCloud @xnscloud @NewEnglandCryp1 @crypto_deb @NerdyDudeStuff @TradeOgre @CoinMarketCap @coingecko @coinbase I mine SCP only! the true decentralized Data storage provider company free yourself from AWS,positive
2023-03-30 23:58:26+00:00,@nic__carter @SenWarren Does anyone buy her obvious nonsense? A modicum of research demonstrates that crypto is not “environmentally wasteful”. Agenda transparent. Crack down on tech they can’t control. Centralise power with a few friendly banks. Usher in CBDC with total surveillance/ control. Dystopia,neutral
2023-03-30 23:58:26+00:00,@Bitboy_Crypto Unfortunately yes.. there's always one.,negative
2023-03-30 23:58:25+00:00,👇 When does SEC go after these scams in stock market? 🥱 probably never https://t.co/Fl1TZ58s10,neutral
2023-03-30 23:58:25+00:00,"Semangat pagi.....

Ya kaleee bitcoin koreksi karena Justin Sun kehilangan gelar Yang Mulia (His Excellency)

Ayok keluarkan analisa kalian, selain karena jobs claim data, kenapa btc semalam dari 28.700 - 27.600. https://t.co/bsPgjCnNAJ",neutral
2023-03-30 23:58:25+00:00,#Crypto @QuaiNetwork #QuaiNetwork #L1 @DzuQuangnt,neutral
2023-03-30 23:58:25+00:00,"@HarringtonChuck @trading_spartan Coz it's papertrade 
Truth is truth dnt teach me",neutral
2023-03-30 23:58:24+00:00,"@dengxiaopngthot So true, the apostles were also mainly sexy spam bots with a little bit of Hong Kong and bitcoin thrown in",positive
2023-03-30 23:58:23+00:00,@BoneShiba Bone will be like a pot of gold hidden behind the rainbow after the crypto winter storm.,negative
2023-03-30 23:58:22+00:00,@christinenews I Dont trust crypto any really,neutral
2023-03-30 23:58:22+00:00,Please remember to @ 1 friends https://t.co/ZRDylBlNkO @Auth3MetaMirror,neutral
2023-03-30 23:58:21+00:00,#bTwitFi,neutral
2023-03-30 23:58:21+00:00,@Olivierbeining Quelques Bitcoin suffiront,neutral
2023-03-30 23:58:20+00:00,@evanluza I have a feeling that it is impossible to complete all the tasks in the crypto,negative
2023-03-30 23:58:20+00:00,"#CIP1694 should take a leaf from @Indigo_protocol , I don't own nor use it yet!
Nomination of working committees, to submit a final report for members to vote on.
#Cardano #Ergo #Crypto #cryptocurrency https://t.co/JnI8f1qcfA",positive
2023-03-30 23:58:19+00:00,"@gregosuri Thank you for responding &amp; I agree. I think crypto leaders would be more effective if, instead of demonizing Sen. Warren, they explained to her supporters how crypto principles are alligned with most of the values that progressives fight for.  https://t.co/62ov43yTki",positive
2023-03-30 23:58:19+00:00,@KyotoSwap @KyotoSwap #TeamTrees #ReFi #KyotoSwap,neutral
2023-03-30 23:58:18+00:00,@crypto_bearr https://t.co/IdGlctOtdM,neutral
2023-03-30 23:58:18+00:00,@MaticMac_eth @kouk_web3 Memeland the only project i can hold and sleep well at night lol,positive
2023-03-30 23:58:18+00:00,@Missy__Crypto @DWhaleWatchers https://t.co/4ypCNNexa4,neutral
2023-03-30 23:58:18+00:00,@unusual_whales Good. Crypto is trash,positive
2023-03-30 23:58:17+00:00,@PBI_Crypto https://t.co/jISjEUlHPp,neutral
2023-03-30 23:58:17+00:00,"there is alot of new Gem Check out New listing on CMC daily
#Crypto #CMC",neutral
2023-03-30 23:58:16+00:00,@BlackCat3639 FINGERS CROSSED 🤞🏾,neutral
2023-03-30 23:58:16+00:00,#Bitcoin nunca perdona a los que persiguen el precio,neutral
2023-03-30 23:58:16+00:00,"@crypto_is_good @Nihilor2 Much appreciated boss, I'll add a few(in no particular order and there are many more).

@beemdvp @lu5st @jimmyhumania @Scrypto_Lang @RippyClip",positive
2023-03-30 23:58:16+00:00,Republicans = Little Bitches,neutral
2023-03-30 23:58:15+00:00,"this project is awesome, don't miss the fair sale.  🤗
🚨🔥
@condtoken #CD $CD 🤍🌱 

#FairLaunch #IDO #ico #sale #Polygongem #Polygon #polygonNFTs #PolygonNFT #PolygonCommunity #gem #dao #Web3 #Cryptogem #Bitcoin     #Matic #maticusdt $matic #gemtoken #GEM #DEX  #Metamask",positive
2023-03-30 23:58:15+00:00,@bunny_polygon 0x3ca884b3537d5BB1ea435fA854c1C07868f333e2,neutral
2023-03-30 23:58:14+00:00,"@axstonee Right now, I have 3 pieces of your NFT art displayed in the private room on the left side of this gallery.💛✨ https://t.co/IUlMexlp4L",neutral
2023-03-30 23:58:13+00:00,@hafdogger @Jimtheisen44 @DC_Draino I failed English. I would not know.,negative
2023-03-30 23:58:13+00:00,@DanielMuvdiYT ponete a estudiar matematicas tremenda burrada lo que dijiste,neutral
2023-03-30 23:58:12+00:00,@SenatorDodson Take our nation forward to what?  Constitutionally recognised racism?  #VoteNO,neutral
2023-03-30 23:58:11+00:00,"@100xShaman refusing to like that tweet

out of protest",neutral
2023-03-30 23:58:11+00:00,"I support Donald Trump 
#supportdonaldtrump",neutral
2023-03-30 23:58:11+00:00,@PepeFrens_io @AlphaShares @kungfukenn_eth @ryandubbz @nft @_AIRDROP @SarahAhegaoLmao,neutral
2023-03-30 23:58:10+00:00,@RevM2021 @OtsukimiCrypto Most do not :),positive
2023-03-30 23:58:10+00:00,@JBMatthews @GovRonDeSantis Whatever you say Jeff aka crypto-Nazi,neutral
2023-03-30 23:58:10+00:00,@Crypto_Hawkk @ImmunifyLife this is very great!,positive
2023-03-30 23:58:09+00:00,@coopernicus01 Id imagine in years this may be a thing. People who solely use crypto and people who use banks. Idk im just a teenage dirtbag,neutral
2023-03-30 23:58:08+00:00,"@jessepollak @ewarren Why on earth would anyone vote for her?  She's anti tech, she's anti business, she's anti Bitcoin, she's pro big government and more spending.  She has nothing good to say about any business anywhere.  She's just so extreme left it's impossible to reason with someone like this.",neutral
2023-03-30 23:58:08+00:00,@SolidityNFT GN! Solidity 😴,neutral
2023-03-30 23:58:08+00:00,@SharkyTheAlien ✊🏽,neutral
2023-03-30 23:58:08+00:00,"Satoshi Nakamoto's other writing is ""if #Bitcoin goes to zero then it returns to Messiah.""",neutral
2023-03-30 23:58:07+00:00,@Jahncrypto @FunApes_NFT @beanbagfrens @Fundaesnft @ATSNFT @BeepBoopBotz @AngryApesNFT @siarom_crypto,neutral
2023-03-30 23:58:06+00:00,"@otteroooo There is no reason to know before it pumps.
Bitcoin pumps and then with find a reason.
Markets leads, the narrative is secondary.",negative
2023-03-30 23:58:06+00:00,"@fxnction @0x_flea @DeGodsNFT @dust_labs You put me onto SOL NFTs, I minted DAA because of you! was huge back then. Went on to buy rugs and went back to Ethereum aha, wish I caught the DeGods tho oof 🔥🔥🔥🔥",neutral
2023-03-30 23:58:06+00:00,Aaron Judge admits winter talks with Giants a 'dream come true' #Yardbarker #MLB https://t.co/D7JVgLmmL4,positive
2023-03-30 23:58:05+00:00,"@Albo_tijo @LeticiaDolera Un vientre de alquiler contrae un contrato entre particulares, aceptado por ambas partes, donde nadie somete a nadie, bajo su voluntad y ante unos criterios/acuerdos aceptados por las partes.
Hay que ser corto para naturalizar toda acción humana si está es sometida sin libertad.",neutral
2023-03-30 23:58:04+00:00,@WhaleChart That US money dries up w the VPN  ban - exchanges were set up for one thing. Exchanging crypto currencies to fiat and fiat to crypto currencies. @coinbase you’re not a bank.,neutral
2023-03-30 23:58:04+00:00,"DeFi executives argue that KYC is a solution to combat money laundering in the industry
https://t.co/qockinMSut
#ProminentCrypto #Blockchain #Web3  #Blockchain",neutral
2023-03-30 23:58:04+00:00,"@BoredApeSuiClub That's Sui wallet Test net

0x31688d11a09c92e1ddf057bb1fd22d1f78ca0317e4c1007c0e705f9c35f39e78",neutral
2023-03-30 23:58:04+00:00,Please remember to @ 1 friends https://t.co/y8fVtgwxdC @Auth3MetaMirror,neutral
2023-03-30 23:58:03+00:00,"India recaudó más de $19,2 millones en impuestos cripto en el año fiscal 2023 https://t.co/bF1x5oUoHU",neutral
2023-03-30 23:58:03+00:00,@Cultmander76 Loves to control.. These kind of people are self conceited and full of themselves.,positive
2023-03-30 23:58:02+00:00,@Missy__Crypto @travelfi_net Done thankyou https://t.co/zzzWvZCQsW,neutral
2023-03-30 23:58:02+00:00,@URUZ_2022 my opinions are my own and do not reflect the nyolings brand or community but its important to stay politically informed now that crypto is under heavy attack from the left,neutral
2023-03-30 23:58:02+00:00,"Gary Gensler: SEC Needs New Tools, Expertise, and Resources to Regulate Crypto Industry

https://t.co/gaBEwv2gZl",neutral
2023-03-30 23:58:02+00:00,"【2023/03/31 08:58:01時点でのレート】
(BTC)  3,739,957円 (1h:100.66%, 24h:99.17%)
(ETH)  239,133円 (1h:100.65%, 24h:100.56%)
(XMR)  20,709円 (1h:100.33%, 24h:97.68%)",neutral
2023-03-30 23:58:01+00:00,@o0hypn0tized0o Haha appreciate it‼️‼️,neutral
2023-03-30 23:58:01+00:00,"@Missy__Crypto @travelfi_net done, manifesting win today. aamiiinn ⭐⭐⭐⭐⭐ https://t.co/nXsCNf0qhl",positive
2023-03-30 23:58:00+00:00,@SkylarJordan @TulsiGabbard This is #4. So.,neutral
2023-03-30 23:58:00+00:00,@punk6529 If we lose that fight there is no crypto,neutral
2023-03-30 23:58:00+00:00,"$C98

Formed Descending Channel in weekly.

Breakout can lead a Recovery Move towards $1 in coming weeks✍️

#Crypto #C98 #C98USDT #C98BTC https://t.co/1rRYIqpEJk",neutral
2023-03-30 23:58:00+00:00,@jordanbpeterson Bitcoin fixes or improves way more.,positive
2023-03-30 23:57:59+00:00,"Silently India is... 🇮🇳

Earning Billions in Crypto Tax 🤑

And 

Most important Regulating Crypto 💠🚀💠

#Bitcoin #Ethereum #BNB #XRP #Chainlink #flokiinu #shiba #DOGE",positive
2023-03-30 23:57:59+00:00,@zhang_bj_ @hismigu7 @douyinshanxian @ai_uehara_ex @IAMQUEENLATIFAH @Snow___Flash @tetsuyakomurotk @XINGXING_FANGG @Y40933796 @jamila_go @Crypto_prof37  帮老张清库存😄,neutral
2023-03-30 23:57:58+00:00,#airdrop #launchpad #token https://t.co/0LRc8jfSMV,neutral
2023-03-30 23:57:58+00:00,@ManhattanDA Clownnnnnnnn,neutral
2023-03-30 23:57:57+00:00,"~New Binance Smart Chain Proposal Seeks to Lower Transaction Fees: Report~
#crypto #cryptonews #cryptocurrency 
https://t.co/dm22q6U2X8 https://t.co/jSvvdNNjoS",neutral
2023-03-30 23:57:57+00:00,@WhaleEverything Good morning ☕️,positive
2023-03-30 23:57:57+00:00,guess its time for crypto to fly the jolly roger again.,positive
2023-03-30 23:57:56+00:00,@MrX_Crypto #OptimusAI,neutral
2023-03-30 23:57:56+00:00,"Imagine voting for that useful (green) idiot... Imo @elonmusk was right regarding an age restriction in #politics. Most elderly people are by nature opposed to any change whatsoever. In Physics it's called the first law of motion lmao

#climatescam #btc #crypto #ElizabethWarren",neutral
2023-03-30 23:57:56+00:00,"undersells what crypto is situated to accomplish, but the crypto vs AI",neutral
2023-03-30 23:57:56+00:00,damn maybe she is really serious about this anti-crypto army https://t.co/xpU4s7Q2Gm,negative
2023-03-30 23:57:56+00:00,"@gooddegen @0xPolygonLabs Nice to meet you Henry. 

Excited to see what the future holds for web3 and all of crypto.",positive
2023-03-30 23:57:55+00:00,@crypto_skeptix Deez ……. Not sure yet 😈,negative
2023-03-30 23:57:55+00:00,@LeonidasNFT Will ordinals push #Bitcoin to $1M per coin?,neutral
2023-03-30 23:57:55+00:00,"🌐🚀 Discover the future of #decentralized finance with @vertex_protocol ! Explore their community, token, and DAO resources to unlock the true potential of a trustless economy 💥🔗 https://t.co/lCULEDibJC #DeFi #DAO #cryptocurrency",neutral
2023-03-30 23:57:55+00:00,"@seiitiarata @LojaHODLBTC Bitcoin não é sobre você se tornar ""milionário"" em moeda fiduciária e sim sobre separar o dinheiro do estado. E preservar o seu esforço de trabalho que preservará pelo espaço e tempo sendo apenas propriedade sua.",neutral
2023-03-30 23:57:54+00:00,@MarvelStrikeF I rather pay using crypto directly than ever having to convert to fiat. You guys would be getting appreciating assets long term that isn’t diluted.,neutral
2023-03-30 23:57:54+00:00,"Bitcoin profits are taxable in certain cases, says Denmark’s supreme court https://t.co/BNA0d5Jpq8 #Bitcoin #Court #Denmark #regulation",positive
2023-03-30 23:57:54+00:00,@0xUnihax0r Omg I'm not ready,neutral
2023-03-30 23:57:54+00:00,@MookieNFT GN! Mookie,neutral
2023-03-30 23:57:53+00:00,#Bitcoin is winning,positive
2023-03-30 23:57:52+00:00,The liquor store had an ATM for bitcoin. I have no clue and no interest,neutral
2023-03-30 23:57:52+00:00,@Bitboy_Crypto #tezos 1 million tps.  A blockchain solving scaling!  I thought influencers might report this more.  🤔,positive
2023-03-30 23:57:51+00:00,"@LunarProjectX @caleb_tice Building building and building, Dyor !! LFGrow!!",neutral
2023-03-30 23:57:51+00:00,@Missy__Crypto @RoziqThoriq @mel_missyy Congrats,neutral
2023-03-30 23:57:51+00:00,"@taxninja @WatcherGuru Crypto made them finally step up.
That's a big W for crypto. Forced real world, positive changes in finance.",neutral
2023-03-30 23:57:50+00:00,@MaryLTrump 🤡🔫,neutral
2023-03-30 23:57:50+00:00,@SlabsNRaw @mitchaii2 @crypto_kookie bismillah today my victory is here https://t.co/AFREmq36Dd,neutral
2023-03-30 23:57:50+00:00,@crypto_bearr @GWC_Global https://t.co/70Pbs4qnS7,neutral
2023-03-30 23:57:50+00:00,"In stock in USA:New S19-90T $11/T(MOQ:200)
In stock in USA:New M30S++ 100-108T $13/T(MOQ:200) 
In stock in USA: 
Used S19-90T $9/T(MOQ:200)
Used S19-95T $9.5/T(MOQ:200)
Used S19jpro-100/104T $11.5/T(MOQ:200
#bitcoin    #mining #bitcoinminer #asicminer #asicmining #cryptomining https://t.co/GVEiN6UnWn",neutral
2023-03-30 23:57:49+00:00,@Illumindati https://t.co/oaFu9iKgwx,neutral
2023-03-30 23:57:49+00:00,@Missy__Crypto @travelfi_net BassProof86 https://t.co/kmarpMZsnP,neutral
2023-03-30 23:57:49+00:00,@bsc_trader Ethereum fiyatında bi yükselme yok aynı😁,neutral
2023-03-30 23:57:48+00:00,"Im an Aries my birthday is coming up (April 7- the day i CURSED @SBF_FTX)
Lmao apparently that makes me the biggest sore loser??

DESMINA DE VIL

@Harry_Styles @elonmusk @realDonaldTrump YOURE NEXT!

#SBF #SBFJAIL #CRYPTOCURRENCY #HARRYSTYLES https://t.co/AlN7jHrWGv via @nypost",positive
2023-03-30 23:57:47+00:00,@crypto_M_A_X @NexaMoney Excellent continuation bro! 😄🤝,positive
2023-03-30 23:57:47+00:00,@noahseidman It’s such a weird position to amplify… is there a big anti-crypto constituency?,neutral
2023-03-30 23:57:46+00:00,@WayneVaughan Yes sir https://t.co/Z9yYlPxWDr,neutral
2023-03-30 23:57:46+00:00,"If anyone recently bought $amp tokens, I would look into staking them. It helps the network, not financial advice.

The staking guide is pinned on my Twitter.

Also, follow @ampera_xyz @FlexaHQ.

#DeFi #Fintech #Cryptocurrencies #Crypto #Amptoken #DigtalPayment #DigitalPayments https://t.co/FavuMxx8bD",neutral
2023-03-30 23:57:46+00:00,The 7 Benefits of Cryptocurrency Payments for Online Casinos https://t.co/7SsxPk6rNs,neutral
2023-03-30 23:57:46+00:00,@X__Anderson @elonmusk @GRDecter Using dollars is tacit support for hegemony and use of that hard power. The reason (as I know you know from years of following) they’re reining in crypto is because crypto is a vote against hard power.,neutral
2023-03-30 23:57:46+00:00,@IcedKnife I paid 1600 microsoft points to get in those lobbies,neutral
2023-03-30 23:57:46+00:00,@Crypto_Pug_ @Crypt0celot @StephaneVojetta Merci !,neutral
2023-03-30 23:57:45+00:00,"@jacobin7x @Zdeadex @ChihuahuaChain @badassdotbadass @crypto_fun_fun @BTC_Bomber @mikku31 @OZIMAX_FX @fwjh22771 
Chihuahuaファンです！",neutral
2023-03-30 23:57:45+00:00,اللَّهُمَّ اهْدِِنِ فِيمَنْ هَدَيْتَ، وَعَافِِنِ فِيمَنْ عَافَيْتَ، وَتَوَلَِّنِ فِيمَنْ تَوَلَّيْتَ، وَبَارِكْ ِلِ. فِيمَا أَعطَيْتَ، وَقِِنِ شَرَّ مَا قَضَيْتَ، فَإِنَّكَ ...🤲🏻,neutral
2023-03-30 23:57:44+00:00,"Which NFT project has the BEST community on $SOL ? 

Floor price doesn't matter 👇",positive
2023-03-30 23:57:43+00:00,@Missy__Crypto @KasihBLess911 @mel_missyy Congrats,neutral
2023-03-30 23:57:42+00:00,"These days you find victories any where you can.

Today, I mapped the f'ing crap out of my area in the middle of a dust storm and I also buzzed a down tree.

Even though I know nobody missed the tree because of me, I still felt really cool no matter what.

@Hivemapper",neutral
2023-03-30 23:57:42+00:00,@PowiesOfficial gimme OG please,neutral
2023-03-30 23:57:42+00:00,"Join our @DeGodsNFT community space to talk about this and other relevant topics of Web3 🫶

https://t.co/IJ76nVw4wQ",neutral
2023-03-30 23:57:41+00:00,"Bottom line: 
Empathizing with people and measuring the impact of our solutions, are key to creating products that people love ❤️

I have 2 questions for you:
1️⃣ What are the products and services that you can't live without?
2️⃣ Which of them are powered by Web3 tech?

3/3",positive
2023-03-30 23:57:41+00:00,@DITOGAMESch 10th Angel Sahaquiel-Evangelion https://t.co/bdYrB0q9r8,neutral
2023-03-30 23:57:41+00:00,"To create products that people love we must understand their:
1️⃣ Goals
2️⃣ Pain-points
3️⃣ Metrics of happiness

To create valuable solutions for people, our understanding must
1️⃣ Visualized
2️⃣ Tested
3️⃣ Tracked

2/3 https://t.co/tl54fBLqXH",positive
2023-03-30 23:57:41+00:00,🧭Visa｜Bitcoinリワードアプリ「Fold」とのパートナーシップを新地域に拡大 https://t.co/4Q4R45zR00…,neutral
2023-03-30 23:57:41+00:00,Not #Crypto News #Queens #NewYork #Airplanes #Work https://t.co/BK57fqCRpT via @YouTube,neutral
2023-03-30 23:57:40+00:00,@THESTAKERCLASS 😂😂😂🙏🏾🙏🏾🙌🏾,neutral
2023-03-30 23:57:40+00:00,"What a nice way to start the day, I have claimed my @SpaceRiders_NFT rewards
#RideWithUs   #SpaceRiders  #NFTCommunity https://t.co/LSzkox8qbt",positive
2023-03-30 23:57:40+00:00,"72% of all products ever created fail 🤯

Meaning that customers only care about 3 out of 10 products that are created💭
📉📈📉📉📉📉📈📉📉📉📈

When creating value, builders MUST empathize and track progress!

What do I mean by that? 🧵 👇 

1/3 https://t.co/Js3uvz4DOq",negative
2023-03-30 23:57:40+00:00,@freshyuchiha 😁,neutral
2023-03-30 23:57:39+00:00,@5tudio9 @Teefinha97 $Y best community and dev,positive
2023-03-30 23:57:39+00:00,@weaboveofficial Hawk,neutral
2023-03-30 23:57:38+00:00,@crypto_inez https://t.co/JnZCy0ZNxA,neutral
2023-03-30 23:57:37+00:00,#Cryptocurrency https://t.co/9YoFBsmtjJ,neutral
2023-03-30 23:57:37+00:00,"Oil Daily Technical Outlook:
Oil closed slightly green but we need more strong healthy candles from this location to get a bias. Tomorrow, my focus will be on the intraday chart formation, and I’ll look for scalp trades if there is enough volatility 😈 https://t.co/OIoQ9DWUBv",neutral
2023-03-30 23:57:37+00:00,"GM to @elysium_chain

#blockchain #crypto #startups",neutral
2023-03-30 23:57:37+00:00,@Missy__Crypto @travelfi_net https://t.co/6fvTirZm1w,neutral
2023-03-30 23:57:36+00:00,@ohxiyu 非常赞的文章，可以再深入讲一下UTXO，基本上散户们都不知道这个概念的细节,neutral
2023-03-30 23:57:35+00:00,"@schaaf_jurgen how can you be so wrong and still working at the ecb? 
I've just read your report, called Bitcoin Last Stand. 
Since its publication, Bitcoin price has moved up 50% while banks are collapsing in the US and the EU. 

Went thru your twitter TL and it's all anti bitcoin propaganda",neutral
2023-03-30 23:57:34+00:00,@Silver_lunc @takurouvski ガストの猫型ロボットは空いたお皿を乗せてはダメでしたw,neutral
2023-03-30 23:57:34+00:00,New #alcrego:  https://t.co/Fr9FXcFuUA https://t.co/1wd4cPuBYT,neutral
2023-03-30 23:57:34+00:00,Research Firm Breaks Down Impact Of MicroStrategy Purchases On Bitcoin Price - Bitcoinist via BTCnews for iOS https://t.co/K7PgogUGqb,neutral
2023-03-30 23:57:34+00:00,Conservatives slam Republican for work with Elizabeth Warren on crypto - The Block via BTCnews for iOS https://t.co/T3CWXFDap5,neutral
2023-03-30 23:57:33+00:00,@GovRonDeSantis good,positive
2023-03-30 23:57:32+00:00,@XrpKing09531420 https://t.co/A3GrEzknpo,neutral
2023-03-30 23:57:32+00:00,@web3vin Thanks for the kind words! 🙏🏻,positive
2023-03-30 23:57:32+00:00,@MEonBTC @0xAshie @Warbucksssss @MEonPolygon @MagicEden No,neutral
2023-03-30 23:57:31+00:00,@StackerStellar Ready and buckled In Stacker!!! https://t.co/FswStqDjJN,positive
2023-03-30 23:57:31+00:00,"Discipline is doing what needs to be 
Done even when you don't want  to do it",neutral
2023-03-30 23:57:31+00:00,"@0vixProtocol @VitalikButerin @0xPolygon ""We are humbled to receive your support 🙌, and we are excited to embark on this journey towards completing Ethereum alongside you.""",positive
2023-03-30 23:57:31+00:00,@crypto_kookie @picknvahnav,neutral
2023-03-30 23:57:31+00:00,Level to level https://t.co/o9O6tXSE6t,neutral
2023-03-30 23:57:28+00:00,"Earn $1000/Day with  fabulous  💥  $TRX  🙊  #CELO  🎗️  #Cryptocurrency  👀  bosting  🤟  $ONE  🎯  #GAFI  🏵️  #ProfitCrew  💰  #Party   🧧  #BitcoinMiner  ❤️  #MoneyLife  📈 out of this world  💎  $STG  💳  #VET  💯  #Opportunity  
 https://t.co/uIq0rInAwt",positive
2023-03-30 23:57:28+00:00,@marsquaking @ktreywalsh @ewarren @JasonPLowery @JeffBooth when asked about what’s the worst thing about bitcoin. He said your enemy will own and too and you both owning it helps everyone.,neutral
2023-03-30 23:57:28+00:00,Lots of crypto friendly banks outside of the US that are safer.,neutral
2023-03-30 23:57:27+00:00,"⚠️Attention Peasants⚠️

@HiRezTheRapper ""What's The Truth"" new music video out now!

...let's separate them medically but to us they're all peasantry...

Absolute 💯🔥🎶 

#WeCanOnlySaveOurselves 
#WhatstheTruth https://t.co/FRgjZdRiZW",neutral
2023-03-30 23:57:26+00:00,@RealMattyCrypto Hahah thank you! Just doing my job‼️🙏🏾,neutral
2023-03-30 23:57:26+00:00,"You can ditch the dollar.
Where are you gonna go?
Yuan?
Not me.

#Bitcoin",neutral
2023-03-30 23:57:25+00:00,3 reasons why Bitcoin bulls are well positioned to profit from this week’s $4.2B options expiry https://t.co/fKIn27c5st,neutral
2023-03-30 23:57:25+00:00,"What are your expectations for @DeGodsNFT on @ethereum?

Are you excited about the migration? Share your thoughts in the comments. 👀👇

RT this thread and follow me at @kouk_web3 for more #Web3 insights.

#degods #eth #DeGodsbridge #nft #nfts #nftspace",positive
2023-03-30 23:57:24+00:00,Join the notable movement 😏🤓 lfg,positive
2023-03-30 23:57:24+00:00,@Mike_D_Unknown @BlessedDogsPxL 🐶 https://t.co/WUgZc29hOK,neutral
2023-03-30 23:57:23+00:00,"@CorePad_Token Done
0x88a65fA166626511C766aB77Cc6dAcc228E8bB92",neutral
2023-03-30 23:57:23+00:00,"$BKKT STRONG BUY ON THE 5 MINUTE, 15 MINUTE 30 MINUTE, HOURLY, 5 HOUR AND DAILY https://t.co/qjEua2Va5X",positive
2023-03-30 23:57:22+00:00,"@Crypto_sarah11 Easy.
$SDEX by @realSmarDex 
Decentralized finance becomes smart",positive
2023-03-30 23:57:22+00:00,#0x0 passive incoooommerrrrr,neutral
2023-03-30 23:57:21+00:00,"First Time on Ethereum? Use Phantom

If you're new to ETH, the @dust_labs team recommends the @phantom multi-chain wallet with access code ""DEGODS.""

Check out my step-by-step tutorial on how to set up the Multi Chain wallet. 👇

(8/12)
https://t.co/rwUdfSSIhD",neutral
2023-03-30 23:57:21+00:00,"@JTinvestsInYou @Nobody43373414 @SenWarren @ewarren Most Boomers will never understand Crypto, they barely understand PCs",positive
2023-03-30 23:57:21+00:00,@Leo_Narcos كلام جميل جدا أخويا الناركوس ♥️,neutral
2023-03-30 23:57:21+00:00,@landycats 0x3ca884b3537d5BB1ea435fA854c1C07868f333e2,neutral
2023-03-30 23:57:20+00:00,"DeGods on Ethereum: 0.33% Royalty Fee

Once migrated, @DeGodsNFT on Ethereum will have a 0.33% royalty fee on all marketplaces (MP).

DeGods partners with @blur_io as their recommended MP.

This will improve the trading experience.

(6/12)",neutral
2023-03-30 23:57:20+00:00,@ZssBecker I miss the days of all the self-development alpha on alex beckers channel,neutral
2023-03-30 23:57:19+00:00,#Cryptocurrency https://t.co/KuV67T220o,neutral
2023-03-30 23:57:19+00:00,Favorite track @davido #TimelessAlbum #TIMELESS https://t.co/17XSHMp34p,positive
2023-03-30 23:57:18+00:00,"@VieiraChimento Olá, Gustavo! Obrigado pelo feedback, por enquanto não temos previsão, mas qualquer novidade eu aviso! 😉",neutral
2023-03-30 23:57:18+00:00,@SlabsNRaw @mitchaii2 @crypto_kookie Already following with 🔔ON https://t.co/MELTaVMbmZ,neutral
